LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
1659,Dec,9,09:45:51,combo,udev[15949],removing device node '/udev/vcs2',3d002f62,removing device node <*>,"[""'/udev/vcs2'""]"
1660,Dec,9,09:45:51,combo,udev[15959],creating device node '/udev/vcs2',961489c4,creating device node <*>,"[""'/udev/vcs2'""]"
1661,Dec,9,09:45:51,combo,udev[15960],creating device node '/udev/vcsa2',961489c4,creating device node <*>,"[""'/udev/vcsa2'""]"
1662,Dec,9,09:45:51,combo,udev[15967],removing device node '/udev/vcsa2',3d002f62,removing device node <*>,"[""'/udev/vcsa2'""]"
1663,Dec,9,09:45:51,combo,udev[15975],removing device node '/udev/vcs2',3d002f62,removing device node <*>,"[""'/udev/vcs2'""]"
1664,Dec,9,09:45:51,combo,udev[15980],creating device node '/udev/vcs2',961489c4,creating device node <*>,"[""'/udev/vcs2'""]"
1665,Dec,9,09:45:51,combo,udev[15972],creating device node '/udev/vcsa2',961489c4,creating device node <*>,"[""'/udev/vcsa2'""]"
1666,Dec,9,09:48:07,combo,login(pam_unix)[2420],session closed for user root,27624832,session closed for user <*>,['root']
1667,Dec,9,09:48:08,combo,init,open(/dev/pts/0): No such file or directory,962331ca,open(/dev/pts/<*>): No such file or directory,['0']
1668,Dec,9,09:48:09,combo,udev[16035],removing device node '/udev/vcsa3',3d002f62,removing device node <*>,"[""'/udev/vcsa3'""]"
1669,Dec,9,09:48:09,combo,udev[16034],removing device node '/udev/vcs3',3d002f62,removing device node <*>,"[""'/udev/vcs3'""]"
1670,Dec,9,09:48:09,combo,udev[16080],creating device node '/udev/vcsa3',961489c4,creating device node <*>,"[""'/udev/vcsa3'""]"
1671,Dec,9,09:48:09,combo,udev[16081],creating device node '/udev/vcs3',961489c4,creating device node <*>,"[""'/udev/vcs3'""]"
1672,Dec,9,09:48:09,combo,udev[16089],removing device node '/udev/vcs3',3d002f62,removing device node <*>,"[""'/udev/vcs3'""]"
1673,Dec,9,09:48:09,combo,udev[16093],removing device node '/udev/vcsa3',3d002f62,removing device node <*>,"[""'/udev/vcsa3'""]"
1674,Dec,9,09:48:10,combo,udev[16098],creating device node '/udev/vcs3',961489c4,creating device node <*>,"[""'/udev/vcs3'""]"
1675,Dec,9,09:48:10,combo,udev[16101],creating device node '/udev/vcsa3',961489c4,creating device node <*>,"[""'/udev/vcsa3'""]"
1676,Dec,9,09:48:33,combo,login(pam_unix)[2418],session closed for user root,27624832,session closed for user <*>,['root']
1677,Dec,9,09:48:33,combo,init,open(/dev/pts/0): No such file or directory,962331ca,open(/dev/pts/<*>): No such file or directory,['0']
1678,Dec,9,09:51:14,combo,telnetd[16127],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1679,Dec,9,09:51:20,combo,telnetd[16129],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1680,Dec,9,09:51:31,combo,telnetd[15862],ttloop:  read: Connection reset by peer,b52b9c71,ttloop: read: Connection reset by peer,[]
1681,Dec,9,09:52:00,combo,telnetd[16131],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1682,Dec,9,09:53:26,combo,telnetd[16133],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1683,Dec,9,09:54:34,combo,telnetd[16135],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1684,Dec,9,09:55:21,combo,telnetd[16141],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1685,Dec,9,09:58:06,combo,telnetd[16143],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1686,Dec,9,09:58:09,combo,telnetd[16145],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1687,Dec,9,09:58:30,combo,telnetd[16148],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1688,Dec,9,09:58:32,combo,telnetd[16147],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1689,Dec,9,09:58:53,combo,telnetd[16151],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1690,Dec,9,09:59:21,combo,telnetd[16153],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1691,Dec,9,10:01:33,combo,telnetd[16176],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1692,Dec,9,10:03:10,combo,telnetd[16178],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1693,Dec,9,10:03:13,combo,telnetd[16180],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1694,Dec,9,10:08:36,combo,telnetd[16201],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1695,Dec,9,10:09:57,combo,telnetd[16203],ttloop:  peer died: Invalid or incomplete multibyte or wide character,980efd56,ttloop: peer died: Invalid or incomplete multibyte or wide character,[]
1696,Dec,9,10:12:28,combo,telnetd[15526],ttloop:  read: Connection reset by peer,b52b9c71,ttloop: read: Connection reset by peer,[]
1697,Dec,9,10:12:28,combo,telnetd[15638],ttloop:  read: Connection reset by peer,b52b9c71,ttloop: read: Connection reset by peer,[]
1698,Dec,9,10:12:28,combo,telnetd[16146],ttloop:  read: Connection reset by peer,b52b9c71,ttloop: read: Connection reset by peer,[]
1699,Dec,9,10:14:08,combo,sshd(pam_unix)[16225],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1700,Dec,9,10:14:08,combo,sshd(pam_unix)[16227],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1701,Dec,9,10:14:08,combo,sshd(pam_unix)[16222],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1702,Dec,9,10:14:08,combo,sshd(pam_unix)[16224],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1703,Dec,9,10:14:08,combo,sshd(pam_unix)[16226],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1704,Dec,9,10:14:08,combo,sshd(pam_unix)[16213],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1705,Dec,9,10:14:08,combo,sshd(pam_unix)[16215],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1706,Dec,9,10:14:08,combo,sshd(pam_unix)[16219],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1707,Dec,9,10:14:08,combo,sshd(pam_unix)[16212],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1708,Dec,9,10:14:08,combo,sshd(pam_unix)[16217],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host-xe04.kiosk.ws  user=root']"
1709,Dec,9,10:52:32,combo,telnetd[15479],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1710,Dec,9,10:52:39,combo,telnetd[15481],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1711,Dec,9,10:53:35,combo,telnetd[15483],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1712,Dec,9,10:57:20,combo,telnetd[15490],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1713,Dec,9,10:57:29,combo,telnetd[15492],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1714,Dec,9,10:58:07,combo,telnetd[15494],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1715,Dec,9,10:58:54,combo,telnetd[15496],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1716,Dec,9,10:59:31,combo,telnetd[15500],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1717,Dec,9,11:00:57,combo,telnetd[15502],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1718,Dec,9,11:05:33,combo,telnetd[15511],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1719,Dec,9,11:05:50,combo,telnetd[15513],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1720,Dec,9,11:06:51,combo,telnetd[15519],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1721,Dec,9,11:07:42,combo,telnetd[15521],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1722,Dec,9,11:08:01,combo,telnetd[15523],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1723,Dec,9,11:10:41,combo,telnetd[15528],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1724,Dec,9,11:11:20,combo,telnetd[15531],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1725,Dec,9,11:12:25,combo,telnetd[15556],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1726,Dec,9,11:12:59,combo,telnetd[15558],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1727,Dec,9,11:15:55,combo,telnetd[15560],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1728,Dec,9,11:20:37,combo,telnetd[15566],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1729,Dec,9,11:22:30,combo,telnetd[15575],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1730,Dec,9,11:23:06,combo,telnetd[15577],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1731,Dec,9,11:23:24,combo,telnetd[15579],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1732,Dec,9,11:24:03,combo,telnetd[15581],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1733,Dec,9,11:25:26,combo,telnetd[15583],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1734,Dec,9,11:25:34,combo,telnetd[15585],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1735,Dec,9,11:26:20,combo,telnetd[15587],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1736,Dec,9,11:26:55,combo,telnetd[15593],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1737,Dec,9,11:28:37,combo,telnetd[15595],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1738,Dec,9,11:29:49,combo,telnetd[15599],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1739,Dec,9,11:30:07,combo,telnetd[15601],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1740,Dec,9,11:35:17,combo,telnetd[15613],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1741,Dec,9,11:42:23,combo,telnetd[15631],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1742,Dec,9,11:43:13,combo,telnetd[15633],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1743,Dec,9,11:43:54,combo,telnetd[15635],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1744,Dec,9,11:44:37,combo,telnetd[15640],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1745,Dec,9,11:45:50,combo,sshd(pam_unix)[16349],session opened for user root by (uid=0),09789b2b,session opened for user <*> by <*>,"['root', '(uid=0)']"
1746,Dec,9,11:45:54,combo,telnetd[15643],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1747,Dec,9,11:47:29,combo,telnetd[15654],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1748,Dec,9,11:48:17,combo,sshd(pam_unix)[16349],session closed for user root,27624832,session closed for user <*>,['root']
1749,Dec,9,11:49:03,combo,sshd(pam_unix)[16398],session opened for user root by (uid=0),09789b2b,session opened for user <*> by <*>,"['root', '(uid=0)']"
1750,Dec,9,11:51:23,combo,sshd(pam_unix)[16398],session closed for user root,27624832,session closed for user <*>,['root']
1751,Dec,9,11:52:05,combo,sshd(pam_unix)[16414],session opened for user root by (uid=0),09789b2b,session opened for user <*> by <*>,"['root', '(uid=0)']"
1752,Dec,9,11:52:06,combo,sshd(pam_unix)[16414],session closed for user root,27624832,session closed for user <*>,['root']
1753,Dec,9,11:52:24,combo,telnetd[15711],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1754,Dec,9,12:02:35,combo,telnetd[16130],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1755,Dec,9,12:02:51,combo,telnetd[16128],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1756,Dec,9,12:03:15,combo,telnetd[16132],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1757,Dec,9,12:04:42,combo,telnetd[16134],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1758,Dec,9,12:05:49,combo,telnetd[16136],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1759,Dec,9,12:06:35,combo,telnetd[16142],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1760,Dec,9,12:09:21,combo,telnetd[16144],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1761,Dec,9,12:09:44,combo,telnetd[16150],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1762,Dec,9,12:09:46,combo,telnetd[16149],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1763,Dec,9,12:10:07,combo,telnetd[16152],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1764,Dec,9,12:10:35,combo,telnetd[16154],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1765,Dec,9,12:12:48,combo,telnetd[16177],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1766,Dec,9,12:14:25,combo,telnetd[16179],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1767,Dec,9,12:14:27,combo,telnetd[16181],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1768,Dec,9,12:19:57,combo,telnetd[16202],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1769,Dec,9,12:21:11,combo,telnetd[16204],ttloop:  read: Connection timed out,c148af6a,ttloop: read: Connection timed out,[]
1770,Dec,10,04:13:51,combo,su(pam_unix)[18084],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1771,Dec,10,04:13:52,combo,su(pam_unix)[18084],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1772,Dec,10,04:13:53,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1773,Dec,10,04:19:08,combo,su(pam_unix)[18455],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1774,Dec,10,04:19:09,combo,su(pam_unix)[18455],session closed for user news,27624832,session closed for user <*>,['news']
1775,Dec,11,04:06:20,combo,su(pam_unix)[20737],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1776,Dec,11,04:06:21,combo,su(pam_unix)[20737],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1777,Dec,11,04:06:23,combo,cups,cupsd shutdown succeeded,d6254e1a,cupsd <*> succeeded,['shutdown']
1778,Dec,11,04:06:29,combo,cups,cupsd startup succeeded,d6254e1a,cupsd <*> succeeded,['startup']
1779,Dec,11,04:06:31,combo,syslogd 1.4.1,restart.,6f97e9d4,restart.,[]
1780,Dec,11,04:06:31,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1781,Dec,11,04:12:39,combo,su(pam_unix)[22189],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1782,Dec,11,04:12:39,combo,su(pam_unix)[22189],session closed for user news,27624832,session closed for user <*>,['news']
1783,Dec,12,04:02:05,combo,su(pam_unix)[27498],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1784,Dec,12,04:02:05,combo,su(pam_unix)[27498],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1785,Dec,12,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1786,Dec,12,04:07:33,combo,su(pam_unix)[27869],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1787,Dec,12,04:07:34,combo,su(pam_unix)[27869],session closed for user news,27624832,session closed for user <*>,['news']
1788,Dec,13,04:02:06,combo,su(pam_unix)[30147],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1789,Dec,13,04:02:06,combo,su(pam_unix)[30147],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1790,Dec,13,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1791,Dec,13,04:07:59,combo,su(pam_unix)[31373],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1792,Dec,13,04:07:59,combo,su(pam_unix)[31373],session closed for user news,27624832,session closed for user <*>,['news']
1793,Dec,14,04:02:05,combo,su(pam_unix)[1185],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1794,Dec,14,04:02:06,combo,su(pam_unix)[1185],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1795,Dec,14,04:02:06,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1796,Dec,14,04:09:18,combo,su(pam_unix)[5867],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1797,Dec,14,04:09:19,combo,su(pam_unix)[5867],session closed for user news,27624832,session closed for user <*>,['news']
1798,Dec,15,04:02:06,combo,su(pam_unix)[8145],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1799,Dec,15,04:02:06,combo,su(pam_unix)[8145],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1800,Dec,15,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1801,Dec,15,04:07:34,combo,su(pam_unix)[8516],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1802,Dec,15,04:07:35,combo,su(pam_unix)[8516],session closed for user news,27624832,session closed for user <*>,['news']
1803,Dec,15,05:21:28,combo,init,open(/dev/pts/0): No such file or directory,962331ca,open(/dev/pts/<*>): No such file or directory,['0']
1804,Dec,15,05:21:28,combo,udev[8712],removing device node '/udev/vcsa4',3d002f62,removing device node <*>,"[""'/udev/vcsa4'""]"
1805,Dec,15,05:21:28,combo,udev[8711],removing device node '/udev/vcs4',3d002f62,removing device node <*>,"[""'/udev/vcs4'""]"
1806,Dec,15,05:21:29,combo,udev[8721],creating device node '/udev/vcsa4',961489c4,creating device node <*>,"[""'/udev/vcsa4'""]"
1807,Dec,15,05:21:29,combo,udev[8722],creating device node '/udev/vcs4',961489c4,creating device node <*>,"[""'/udev/vcs4'""]"
1808,Dec,15,05:21:29,combo,udev[8730],removing device node '/udev/vcs4',3d002f62,removing device node <*>,"[""'/udev/vcs4'""]"
1809,Dec,15,05:21:29,combo,udev[8736],removing device node '/udev/vcsa4',3d002f62,removing device node <*>,"[""'/udev/vcsa4'""]"
1810,Dec,15,05:21:29,combo,udev[8740],creating device node '/udev/vcs4',961489c4,creating device node <*>,"[""'/udev/vcs4'""]"
1811,Dec,15,05:21:29,combo,udev[8742],creating device node '/udev/vcsa4',961489c4,creating device node <*>,"[""'/udev/vcsa4'""]"
1812,Dec,16,04:02:05,combo,su(pam_unix)[10883],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1813,Dec,16,04:02:06,combo,su(pam_unix)[10883],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1814,Dec,16,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1815,Dec,16,04:08:01,combo,su(pam_unix)[12109],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1816,Dec,16,04:08:02,combo,su(pam_unix)[12109],session closed for user news,27624832,session closed for user <*>,['news']
1817,Dec,17,04:02:05,combo,su(pam_unix)[14387],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1818,Dec,17,04:02:06,combo,su(pam_unix)[14387],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1819,Dec,17,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1820,Dec,17,04:07:36,combo,su(pam_unix)[14758],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1821,Dec,17,04:07:37,combo,su(pam_unix)[14758],session closed for user news,27624832,session closed for user <*>,['news']
1822,Dec,18,04:02:06,combo,su(pam_unix)[17043],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1823,Dec,18,04:02:06,combo,su(pam_unix)[17043],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1824,Dec,18,04:02:08,combo,cups,cupsd shutdown succeeded,d6254e1a,cupsd <*> succeeded,['shutdown']
1825,Dec,18,04:02:14,combo,cups,cupsd startup succeeded,d6254e1a,cupsd <*> succeeded,['startup']
1826,Dec,18,04:02:17,combo,syslogd 1.4.1,restart.,6f97e9d4,restart.,[]
1827,Dec,18,04:02:17,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1828,Dec,18,04:08:11,combo,su(pam_unix)[18489],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1829,Dec,18,04:08:12,combo,su(pam_unix)[18489],session closed for user news,27624832,session closed for user <*>,['news']
1830,Dec,19,04:02:05,combo,su(pam_unix)[23806],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1831,Dec,19,04:02:06,combo,su(pam_unix)[23806],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1832,Dec,19,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1833,Dec,19,04:07:31,combo,su(pam_unix)[24177],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1834,Dec,19,04:07:32,combo,su(pam_unix)[24177],session closed for user news,27624832,session closed for user <*>,['news']
1835,Dec,20,04:02:05,combo,su(pam_unix)[26455],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1836,Dec,20,04:02:06,combo,su(pam_unix)[26455],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1837,Dec,20,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1838,Dec,20,04:08:02,combo,su(pam_unix)[27681],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1839,Dec,20,04:08:02,combo,su(pam_unix)[27681],session closed for user news,27624832,session closed for user <*>,['news']
1840,Dec,21,04:02:05,combo,su(pam_unix)[29958],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1841,Dec,21,04:02:06,combo,su(pam_unix)[29958],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1842,Dec,21,04:02:07,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1843,Dec,21,04:07:34,combo,su(pam_unix)[30329],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1844,Dec,21,04:07:35,combo,su(pam_unix)[30329],session closed for user news,27624832,session closed for user <*>,['news']
1845,Dec,22,04:02:05,combo,su(pam_unix)[32607],session opened for user cyrus by (uid=0),09789b2b,session opened for user <*> by <*>,"['cyrus', '(uid=0)']"
1846,Dec,22,04:02:06,combo,su(pam_unix)[32607],session closed for user cyrus,27624832,session closed for user <*>,['cyrus']
1847,Dec,22,04:02:06,combo,logrotate,ALERT exited abnormally with [1],64042dcf,ALERT exited abnormally with [<*>],['1']
1848,Dec,22,04:07:56,combo,su(pam_unix)[1367],session opened for user news by (uid=0),09789b2b,session opened for user <*> by <*>,"['news', '(uid=0)']"
1849,Dec,22,04:07:57,combo,su(pam_unix)[1367],session closed for user news,27624832,session closed for user <*>,['news']
